	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
37	7137	Galleria mellonella	XP_052752670.1	1723.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	5e-264	893.7	21.4	1.0	1.0	3.9e-268	5e-264	893.7	21.4	2.0	935.0	755.0	1716.0	754.0	1718.0	0.85	eukaryotic translation initiation factor 4 gamma 3-like isoform X4 [Galleria mellonella]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Galleria mellonella	pink
23	7038	Bemisia tabaci	CAH0767509.1	1763.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.2e-263	892.5	18.7	1.0	1.0	9.1e-268	1.2e-263	892.5	18.7	5.0	930.0	781.0	1750.0	778.0	1760.0	0.85	unnamed protein product [Bemisia tabaci]	False	Eukaryota	Metazoa	Arthropoda	Hemiptera	Bemisia tabaci	pink
5	6573	Mizuhopecten yessoensis	XP_021367402.1	1578.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	5.1e-265	897.0	0.6	1.0	1.0	1.6000000000000001e-267	2.1e-263	891.7	0.0	2.0	936.0	570.0	1575.0	569.0	1576.0	0.84	eukaryotic translation initiation factor 4 gamma 3-like isoform X3 [Mizuhopecten yessoensis]	False	Eukaryota	Metazoa	Mollusca	Pectinida	Mizuhopecten yessoensis	orange
35	7116	Pieris brassicae	CAH4038378.1	1607.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.6e-263	891.3	3.1	1.0	1.0	2e-267	2.6e-263	891.3	3.1	2.0	936.0	651.0	1601.0	650.0	1602.0	0.85	unnamed protein product [Pieris brassicae]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Pieris brassicae	pink
8	6604	Mya arenaria	XP_052760535.1	1544.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.1e-263	891.6	0.0	1.0	1.0	6.3e-267	8.1e-263	889.7	0.0	2.0	936.0	566.0	1543.0	565.0	1544.0	0.85	eukaryotic translation initiation factor 4 gamma 1-like isoform X5 [Mya arenaria]	False	Eukaryota	Metazoa	Mollusca	Myida	Mya arenaria	orange
29	7092	Bombyx mandarina	XP_028032999.1	1685.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.6e-262	888.7	16.3	1.0	1.0	1.2e-266	1.6e-262	888.7	16.3	2.0	933.0	717.0	1675.0	716.0	1680.0	0.84	eukaryotic translation initiation factor 4 gamma 3-like isoform X3 [Bombyx mandarina]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Bombyx mandarina formosana	pink
3	6549	Mytilus californianus	XP_052081895.1	1522.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2e-262	888.4	0.0	1.0	1.0	1.5e-266	2e-262	888.4	0.0	2.0	936.0	543.0	1519.0	542.0	1520.0	0.84	eukaryotic translation initiation factor 4 gamma 1-like isoform X4 [Mytilus californianus]	False	Eukaryota	Metazoa	Mollusca	Mytilida	Mytilus californianus	orange
28	7091	Bombyx mori	XP_037877657.1	1764.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.6e-261	885.5	15.7	1.0	1.0	1.2e-265	1.6e-261	885.5	15.7	2.0	933.0	796.0	1754.0	795.0	1759.0	0.84	eukaryotic translation initiation factor 4 gamma 3 isoform X2 [Bombyx mori]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Bombyx mori Linnaeus, 1758	pink
15	6945	Ixodes scapularis	XP_042146739.1	1690.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	9.1e-262	886.2	0.0	1.0	1.0	1.2e-265	1.6e-261	885.4	0.0	2.0	936.0	636.0	1685.0	635.0	1686.0	0.84	eukaryotic translation initiation factor 4 gamma 1 isoform X4 [Ixodes scapularis]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Ixodes scapularis	pink
298	34620	Dermacentor andersoni	XP_050051109.1	1752.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	7.9e-262	886.4	0.0	1.0	1.0	1.5e-265	2e-261	885.1	0.0	2.0	936.0	751.0	1747.0	750.0	1748.0	0.85	eukaryotic translation initiation factor 4 gamma 1-like isoform X5 [Dermacentor andersoni]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Dermacentor andersoni	pink
309	36100	Haliotis rubra	XP_046551511.1	1749.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.8e-261	884.2	0.0	1.0	1.0	2.9e-265	3.8e-261	884.2	0.0	2.0	937.0	769.0	1746.0	768.0	1746.0	0.82	LOW QUALITY PROTEIN: eukaryotic translation initiation factor 4 gamma 1-like [Haliotis rubra]	False	Eukaryota	Metazoa	Mollusca	Lepetellida	Haliotis rubra	orange
265	29158	Mytilus galloprovincialis	AMK01816.1	1672.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	5.3e-261	883.7	0.0	1.0	1.0	4.1e-265	5.3e-261	883.7	0.0	2.0	936.0	687.0	1669.0	686.0	1670.0	0.84	EIF4G, partial [Mytilus galloprovincialis]	False	Eukaryota	Metazoa	Mollusca	Mytilida	Mytilus galloprovincialis	orange
6	6579	Pecten maximus	XP_033763915.1	1658.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.7e-262	888.6	8.4	1.0	1.0	5.4e-265	7.1e-261	883.3	0.0	2.0	936.0	662.0	1655.0	661.0	1656.0	0.84	eukaryotic translation initiation factor 4 gamma 3-like isoform X3 [Pecten maximus]	False	Eukaryota	Metazoa	Mollusca	Pectinida	Pecten maximus	orange
879	543639	Dermacentor silvarum	XP_049519993.1	1538.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	9.2e-261	882.9	0.0	1.0	1.0	2.5999999999999998e-264	3.3000000000000004e-260	881.1	0.0	2.0	936.0	536.0	1533.0	535.0	1534.0	0.85	eukaryotic translation initiation factor 4 gamma 3 isoform X7 [Dermacentor silvarum]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Dermacentor silvarum	pink
14	6941	Rhipicephalus microplus	XP_037270040.1	1977.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.3e-259	879.1	0.0	1.0	1.0	1.3e-263	1.6999999999999998e-259	878.7	0.0	2.0	936.0	966.0	1972.0	965.0	1973.0	0.85	LOW QUALITY PROTEIN: eukaryotic translation initiation factor 4 gamma 1-like [Rhipicephalus microplus]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Rhipicephalus microplus	pink
245	27506	Polistes exclamans	KAI4478171.1	1997.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	0.0	1215.3	35.6	1.0	2.0	2.5e-263	3.3e-259	877.8	20.8	2.0	602.0	1073.0	1684.0	1072.0	1687.0	0.95	hypothetical protein M0804_012129 [Polistes exclamans]	False	Eukaryota	Metazoa	Arthropoda	Hymenoptera	Polistes exclamans	pink
299	34632	Rhipicephalus sanguineus	XP_037513258.1	1778.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1e-258	876.2	0.0	1.0	1.0	1.5e-262	1.9000000000000001e-258	875.2	0.0	2.0	935.0	773.0	1772.0	772.0	1774.0	0.84	eukaryotic translation initiation factor 4 gamma 1 isoform X3 [Rhipicephalus sanguineus]	False	Eukaryota	Metazoa	Arthropoda	Ixodida	Rhipicephalus sanguineus	pink
124	8895	Apus apus	XP_051482135.1	1640.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.3000000000000005e-258	874.4	8.5	1.0	1.0	2.6e-262	3.3000000000000005e-258	874.4	8.5	2.0	936.0	647.0	1636.0	646.0	1637.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Apus apus]	False	Eukaryota	Metazoa	Chordata	Apodiformes	Apus apus	orange
0	6347	Owenia fusiformis	CAH1774611.1	1545.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3e-257	871.3	0.0	1.0	1.0	5.2e-261	6.8e-257	870.1	0.0	2.0	936.0	559.0	1542.0	558.0	1543.0	0.82	unnamed protein product [Owenia fusiformis]	False	Eukaryota	Metazoa	Annelida	Sabellida	Owenia fusiformis	orange
668	188379	Egretta garzetta	XP_035745859.1	1216.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	6.8e-257	870.1	9.2	1.0	1.0	5.3e-261	6.8e-257	870.1	9.2	2.0	936.0	222.0	1212.0	221.0	1213.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Egretta garzetta]	False	Eukaryota	Metazoa	Chordata	Pelecaniformes	Egretta garzetta	orange
635	164674	Empidonax traillii	XP_027746377.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.6e-256	868.9	7.3	1.0	1.0	1.2e-260	1.6e-256	868.9	7.3	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Empidonax traillii]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Empidonax traillii	orange
311	36300	Pelecanus crispus	XP_009481865.1	1144.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.2999999999999999e-256	869.2	11.8	1.0	1.0	1.3e-260	1.7e-256	868.8	11.8	2.0	936.0	86.0	1070.0	85.0	1071.0	0.83	PREDICTED: eukaryotic translation initiation factor 4 gamma 1, partial [Pelecanus crispus]	False	Eukaryota	Metazoa	Chordata	Pelecaniformes	Pelecanus crispus	orange
145	9233	Aptenodytes forsteri	XP_009286351.1	1072.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.9e-256	868.6	7.9	1.0	1.0	1.9e-260	2.5e-256	868.3	7.9	2.0	936.0	78.0	1068.0	77.0	1069.0	0.83	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Aptenodytes forsteri]	False	Eukaryota	Metazoa	Chordata	Sphenisciformes	Aptenodytes forsteri	orange
597	134902	Corvus hawaiiensis	XP_048170381.1	1629.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.7e-256	868.1	9.8	1.0	1.0	2.1e-260	2.7e-256	868.1	9.8	3.0	936.0	638.0	1625.0	636.0	1626.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Corvus hawaiiensis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Corvus hawaiiensis	orange
580	118141	Megalops cyprinoides	XP_036391938.1	1434.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.7999999999999996e-256	868.1	2.4	1.0	1.0	2.2e-260	2.7999999999999996e-256	868.1	2.4	2.0	936.0	415.0	1430.0	414.0	1431.0	0.83	eukaryotic translation initiation factor 4 gamma 1-like isoform X8 [Megalops cyprinoides]	False	Eukaryota	Metazoa	Chordata	Elopiformes	Megalops cyprinoides	orange
60	7932	Megalops atlanticus	KAG7470988.1	1367.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.7999999999999996e-256	868.1	1.6	1.0	1.0	2.2e-260	2.7999999999999996e-256	868.1	1.6	2.0	936.0	348.0	1363.0	347.0	1364.0	0.83	hypothetical protein MATL_G00119730 [Megalops atlanticus]	False	Eukaryota	Metazoa	Chordata	Elopiformes	Megalops atlanticus	orange
507	85066	Corvus brachyrhynchos	XP_017582466.1	1080.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.3e-256	868.4	9.0	1.0	1.0	2.4e-260	3.1e-256	867.9	9.0	3.0	936.0	88.0	1076.0	86.0	1077.0	0.83	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 [Corvus brachyrhynchos]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Corvus brachyrhynchos	orange
582	118200	Dryobates pubescens	XP_054022994.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.3e-256	867.9	11.1	1.0	1.0	2.5e-260	3.3e-256	867.9	11.1	2.0	936.0	636.0	1626.0	635.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Dryobates pubescens]	False	Eukaryota	Metazoa	Chordata	Piciformes	Dryobates pubescens	orange
837	415028	Corapipo altera	XP_027503523.1	1631.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.5999999999999996e-256	867.7	9.8	1.0	1.0	2.7e-260	3.5999999999999996e-256	867.7	9.8	3.0	936.0	639.0	1627.0	637.0	1628.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Corapipo altera]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Corapipo altera	orange
799	328815	Manacus vitellinus	XP_029816676.1	1629.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.5999999999999996e-256	867.7	9.8	1.0	1.0	2.8e-260	3.5999999999999996e-256	867.7	9.8	3.0	936.0	637.0	1625.0	635.0	1626.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Manacus vitellinus]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Manacus vitellinus	orange
836	415023	Manacus candei	XP_051637199.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.5999999999999996e-256	867.7	9.8	1.0	1.0	2.8e-260	3.5999999999999996e-256	867.7	9.8	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Manacus candei]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Manacus candei	orange
772	296741	Chiroxiphia lanceolata	XP_032553334.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.5999999999999996e-256	867.7	9.9	1.0	1.0	2.7e-260	3.5999999999999996e-256	867.7	9.9	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Chiroxiphia lanceolata]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Chiroxiphia lanceolata	orange
795	321398	Lepidothrix coronata	XP_017666097.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.6999999999999997e-256	867.7	10.1	1.0	1.0	2.9000000000000003e-260	3.6999999999999997e-256	867.7	10.1	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Lepidothrix coronata]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Lepidothrix coronata	orange
386	52644	Haliaeetus leucocephalus	XP_010571276.1	1081.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.4e-256	868.3	8.1	1.0	1.0	2.9000000000000003e-260	3.8e-256	867.6	8.1	2.0	936.0	87.0	1077.0	86.0	1078.0	0.83	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 isoform X1 [Haliaeetus leucocephalus]	False	Eukaryota	Metazoa	Chordata	Accipitriformes	Haliaeetus leucocephalus	orange
524	91951	Catharus ustulatus	XP_032924545.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.3e-256	868.3	7.1	1.0	1.0	2.9999999999999997e-260	3.9e-256	867.6	7.1	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Catharus ustulatus]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Catharus ustulatus	orange
337	40204	Melozone crissalis	XP_054138573.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	2.5999999999999998e-256	868.2	8.2	1.0	1.0	3.4000000000000006e-260	4.3999999999999996e-256	867.4	8.2	3.0	936.0	638.0	1626.0	636.0	1627.0	0.84	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Melozone crissalis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Melozone crissalis	orange
868	478635	Myiozetetes cayanensis	XP_050164089.1	1631.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	4.8e-256	867.3	8.3	1.0	1.0	3.7e-260	4.8e-256	867.3	8.3	3.0	936.0	639.0	1627.0	637.0	1628.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Myiozetetes cayanensis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Myiozetetes cayanensis	orange
422	59729	Taeniopygia guttata	XP_041573998.1	1624.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.3e-256	867.8	9.5	1.0	1.0	4.1e-260	5.2999999999999997e-256	867.2	9.5	3.0	936.0	638.0	1620.0	636.0	1621.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X4 [Taeniopygia guttata]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Taeniopygia guttata	orange
572	114329	Neopelma chrysocephalum	XP_027541302.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	5.5e-256	867.1	8.8	1.0	1.0	4.2e-260	5.5e-256	867.1	8.8	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Neopelma chrysocephalum]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Neopelma chrysocephalum	orange
892	649802	Pipra filicauda	XP_039233943.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	5.8e-256	867.0	10.3	1.0	1.0	4.5000000000000005e-260	5.8e-256	867.0	10.3	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Pipra filicauda]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Pipra filicauda	orange
357	44394	Zonotrichia albicollis	XP_014120948.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	3.6999999999999997e-256	867.7	8.1	1.0	1.0	4.5000000000000005e-260	5.8e-256	867.0	8.1	3.0	936.0	638.0	1626.0	636.0	1627.0	0.84	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Zonotrichia albicollis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Zonotrichia albicollis	orange
334	39638	Agelaius phoeniceus	XP_054494898.1	1611.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	6.1e-256	867.0	7.7	1.0	1.0	4.7e-260	6.1e-256	867.0	7.7	3.0	936.0	619.0	1607.0	617.0	1608.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Agelaius phoeniceus]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Agelaius phoeniceus	orange
475	75485	Rissa tridactyla	XP_054061987.1	1412.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	6.2e-256	866.9	7.6	1.0	1.0	4.8e-260	6.2e-256	866.9	7.6	2.0	936.0	418.0	1408.0	417.0	1409.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Rissa tridactyla]	False	Eukaryota	Metazoa	Chordata	Charadriiformes	Rissa tridactyla	orange
506	84834	Molothrus ater	XP_036244585.1	1629.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	6.3e-256	866.9	7.7	1.0	1.0	4.8e-260	6.3e-256	866.9	7.7	3.0	936.0	637.0	1625.0	635.0	1626.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Molothrus ater]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Molothrus ater	orange
617	148594	Falco naumanni	XP_040469139.1	1629.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	6.4e-256	866.9	9.9	1.0	1.0	4.9999999999999996e-260	6.4e-256	866.9	9.9	2.0	936.0	635.0	1625.0	634.0	1626.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Falco naumanni]	False	Eukaryota	Metazoa	Chordata	Falconiformes	Falco naumanni	orange
822	371930	Pitangus sulphuratus	KAJ7399462.1	1514.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	7.6e-256	866.6	8.8	1.0	1.0	5.9000000000000015e-260	7.6e-256	866.6	8.8	3.0	936.0	524.0	1510.0	522.0	1511.0	0.84	Eukaryotic translation initiation factor 4 gamma 1 [Pitangus sulphuratus]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Pitangus sulphuratus	orange
813	356909	Onychostruthus taczanowskii	XP_041261566.1	1619.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	9.6e-256	866.3	10.5	1.0	1.0	7.5e-260	9.6e-256	866.3	10.5	3.0	936.0	627.0	1615.0	625.0	1616.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Onychostruthus taczanowskii]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Onychostruthus taczanowskii	orange
654	181119	Pseudopodoces humilis	XP_014109875.1	1620.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.1e-255	866.1	8.3	1.0	1.0	8.6e-260	1.1e-255	866.1	8.3	3.0	936.0	628.0	1616.0	626.0	1617.0	0.83	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Pseudopodoces humilis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Parus humilis	orange
148	9244	Calypte anna	XP_030312329.1	1607.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.1e-255	866.1	10.0	1.0	1.0	8.7e-260	1.1e-255	866.1	10.0	2.0	936.0	616.0	1603.0	615.0	1604.0	0.84	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Calypte anna]	False	Eukaryota	Metazoa	Chordata	Apodiformes	Calypte anna	orange
500	81927	Vidua chalybeata	XP_053807349.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	7.5e-256	866.7	7.7	1.0	1.0	9.6e-260	1.2e-255	865.9	7.7	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Vidua chalybeata]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Vidua chalybeata	orange
665	187451	Vidua macroura	XP_053841960.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	7.3e-256	866.7	6.4	1.0	1.0	9.4e-260	1.2e-255	866.0	6.4	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Vidua macroura]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Vidua macroura	orange
938	1196302	Corvus moneduloides	XP_031975384.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.2e-255	866.0	9.0	1.0	1.0	9.2e-260	1.2e-255	866.0	9.0	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Corvus moneduloides]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Corvus moneduloides	orange
953	1534307	Albula goreensis	KAI1893865.1	1703.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.2e-255	866.0	3.4	1.0	1.0	9e-260	1.2e-255	866.0	3.4	2.0	936.0	680.0	1699.0	679.0	1700.0	0.83	hypothetical protein AGOR_G00128060 [Albula goreensis]	False	Eukaryota	Metazoa	Chordata	Albuliformes	Albula goreensis	orange
530	94827	Tinamus guttatus	XP_010212865.1	1073.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	9.1e-256	866.4	9.2	1.0	1.0	9.4e-260	1.2e-255	866.0	9.2	2.0	936.0	78.0	1069.0	77.0	1070.0	0.83	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Tinamus guttatus]	False	Eukaryota	Metazoa	Chordata	Tinamiformes	Tinamus guttatus	orange
350	43150	Hirundo rustica	XP_039929705.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.6e-255	865.6	7.9	1.0	1.0	1.2e-259	1.6e-255	865.6	7.9	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Hirundo rustica]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Hirundo rustica	orange
585	120794	Falco rusticolus	XP_037263477.1	1629.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.6e-255	865.6	9.4	1.0	1.0	1.2e-259	1.6e-255	865.6	9.4	2.0	936.0	635.0	1625.0	634.0	1626.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Falco rusticolus]	False	Eukaryota	Metazoa	Chordata	Falconiformes	Falco rusticolus	orange
710	221976	Pyrgilauda ruficollis	XP_041323599.1	1619.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.7e-255	865.5	11.4	1.0	1.0	1.3e-259	1.7e-255	865.5	11.4	3.0	936.0	627.0	1615.0	625.0	1616.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Pyrgilauda ruficollis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Pyrgilauda ruficollis	orange
929	1094192	Motacilla alba alba	XP_038001857.1	1570.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.7e-255	865.5	7.0	1.0	1.0	1.3e-259	1.7e-255	865.5	7.0	3.0	936.0	578.0	1566.0	576.0	1567.0	0.84	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Motacilla alba alba]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Motacilla alba	orange
454	68294	Corvus kubaryi	XP_041898529.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.7e-255	865.5	9.1	1.0	1.0	1.3e-259	1.7e-255	865.5	9.1	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Corvus kubaryi]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Corvus kubaryi	orange
424	59894	Ficedula albicollis	XP_016155995.1	1633.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.1e-255	866.2	8.2	1.0	1.0	1.4e-259	1.8e-255	865.4	8.2	3.0	936.0	638.0	1629.0	636.0	1630.0	0.84	PREDICTED: eukaryotic translation initiation factor 4 gamma 1 [Ficedula albicollis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Ficedula albicollis	orange
140	9157	Parus major	XP_015493638.1	1630.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.8e-255	865.4	7.5	1.0	1.0	1.4e-259	1.8e-255	865.4	7.5	3.0	936.0	638.0	1626.0	636.0	1627.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Parus major]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Parus major	orange
688	202280	Harpia harpyja	XP_052659680.1	1632.0	GCF_001856785.1;XP_022178340.1;Meta_(705,1658)	-	937.0	1.8e-255	865.4	8.1	1.0	1.0	1.4e-259	1.8e-255	865.4	8.1	2.0	936.0	638.0	1628.0	637.0	1629.0	0.83	eukaryotic translation initiation factor 4 gamma 1 isoform X2 [Harpia harpyja]	False	Eukaryota	Metazoa	Chordata	Accipitriformes	Harpia harpyja	orange
