	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
975	2529409	Turnix velox	NXU47219.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4e-30	119.2	0.0	1.0	1.0	2.2e-34	4.9e-30	118.9	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.9	CHAC2 glutamylcyclotransferase [Turnix velox]	False	Eukaryota	Metazoa	Chordata	Charadriiformes	Turnix velox	orange
496	84834	Molothrus ater	NXV59195.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.1e-30	119.1	0.0	1.0	1.0	2.2e-34	4.9e-30	118.9	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.91	CHAC2 glutamylcyclotransferase [Molothrus ater]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Molothrus ater	orange
834	458196	Urocolius indicus	NXX84462.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.2e-30	119.1	0.0	1.0	1.0	2.2e-34	4.9e-30	118.9	0.0	3.0	183.0	1.0	174.0	1.0	182.0	0.9	CHAC2 glutamylcyclotransferase [Urocolius indicus]	False	Eukaryota	Metazoa	Chordata	Coliiformes	Urocolius indicus	orange
120	8208	Notothenia coriiceps	XP_010775980.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.2e-30	119.1	0.0	1.0	1.0	2.3e-34	5e-30	118.8	0.0	3.0	180.0	1.0	172.0	1.0	184.0	0.9	PREDICTED: cation transport regulator-like protein 2 [Notothenia coriiceps]	False	Eukaryota	Metazoa	Chordata	Perciformes	Notothenia coriiceps	orange
715	241271	Cheilinus undulatus	XP_041671960.1	190.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.2e-30	119.1	0.0	1.0	1.0	2.3e-34	5e-30	118.8	0.0	3.0	178.0	1.0	170.0	1.0	179.0	0.91	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Cheilinus undulatus]	False	Eukaryota	Metazoa	Chordata	Labriformes	Cheilinus undulatus	orange
934	1463973	Elachura formosa	NXD20029.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.3000000000000004e-30	119.1	0.0	1.0	1.0	2.3e-34	5.1e-30	118.8	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.91	CHAC2 glutamylcyclotransferase [Elachura formosa]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Elachura formosa	orange
444	64668	Lagopus muta	XP_048794013.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.5000000000000004e-30	119.0	0.0	1.0	1.0	2.4e-34	5.3e-30	118.8	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Lagopus muta]	False	Eukaryota	Metazoa	Chordata	Galliformes	Lagopus muta	orange
529	103600	Sousa chinensis	TEA18822.1	221.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.2e-30	119.1	0.0	1.0	1.0	2.4e-34	5.3e-30	118.8	0.0	3.0	179.0	34.0	203.0	32.0	212.0	0.9	hypothetical protein DBR06_SOUSAS46810002, partial [Sousa chinensis]	False	Eukaryota	Metazoa	Chordata	Artiodactyla	Sousa chinensis	orange
346	41139	Coccinella septempunctata	XP_044761442.1	179.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5e-30	118.9	0.1	1.0	1.0	2.5e-34	5.500000000000001e-30	118.7	0.1	3.0	183.0	1.0	176.0	1.0	179.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Coccinella septempunctata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Coccinella septempunctata	pink
20	6687	Penaeus monodon	XP_037800896.1	182.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.6e-30	119.0	0.0	1.0	1.0	2.5e-34	5.500000000000001e-30	118.7	0.0	3.0	179.0	1.0	170.0	1.0	180.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X2 [Penaeus monodon]	False	Eukaryota	Metazoa	Arthropoda	Decapoda	Penaeus monodon	pink
151	8996	Numida meleagris	XP_021247652.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.6e-30	119.0	0.0	1.0	1.0	2.5e-34	5.600000000000001e-30	118.7	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Numida meleagris]	False	Eukaryota	Metazoa	Chordata	Galliformes	Numida meleagris	orange
659	186990	Hipposideros armiger	XP_019517667.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.7e-30	118.9	0.0	1.0	1.0	2.6e-34	5.600000000000001e-30	118.7	0.0	3.0	178.0	1.0	169.0	1.0	179.0	0.91	PREDICTED: putative glutathione-specific gamma-glutamylcyclotransferase 2 [Hipposideros armiger]	False	Eukaryota	Metazoa	Chordata	Chiroptera	Hipposideros armiger	orange
77	7868	Callorhinchus milii	XP_007890619.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.8e-30	118.9	0.0	1.0	1.0	2.7e-34	5.800000000000001e-30	118.6	0.0	3.0	183.0	1.0	174.0	1.0	182.0	0.91	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Callorhinchus milii]	False	Eukaryota	Metazoa	Chordata	Chimaeriformes	Callorhinchus milii	orange
147	8895	Apus apus	XP_051470773.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.8e-30	118.9	0.0	1.0	1.0	2.6e-34	5.800000000000001e-30	118.6	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.89	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Apus apus]	False	Eukaryota	Metazoa	Chordata	Apodiformes	Apus apus	orange
790	363769	Smithornis capensis	NXF04282.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.9e-30	118.9	0.0	1.0	1.0	2.7e-34	5.9000000000000005e-30	118.6	0.0	3.0	185.0	1.0	176.0	1.0	182.0	0.9	CHAC2 glutamylcyclotransferase [Smithornis capensis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Smithornis capensis	orange
198	9749	Delphinapterus leucas	XP_022453015.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.9e-30	118.9	0.0	1.0	1.0	2.7e-34	5.9000000000000005e-30	118.6	0.0	3.0	179.0	1.0	170.0	1.0	179.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Delphinapterus leucas]	False	Eukaryota	Metazoa	Chordata	Artiodactyla	Delphinapterus leucas	orange
778	337179	Emberiza fucata	NWR17516.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5e-30	118.8	0.0	1.0	1.0	2.7e-34	5.9000000000000005e-30	118.6	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.91	CHAC2 glutamylcyclotransferase [Emberiza fucata]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Emberiza fucata	orange
431	61478	Timema douglasi	CAD7206003.1	200.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	4.6e-30	119.0	0.0	1.0	1.0	2.7e-34	6e-30	118.6	0.0	3.0	184.0	5.0	192.0	3.0	197.0	0.86	unnamed protein product [Timema douglasi]	False	Eukaryota	Metazoa	Arthropoda	Phasmatodea	Timema douglasi	pink
557	110799	Parnassius apollo	CAG4955288.1	181.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.400000000000001e-30	118.7	0.0	1.0	1.0	2.7e-34	6e-30	118.6	0.0	3.0	185.0	1.0	178.0	1.0	181.0	0.92	unnamed protein product [Parnassius apollo]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Parnassius apollo	pink
123	8245	Xiphias gladius	XP_039992018.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.1e-30	118.8	0.0	1.0	1.0	2.7e-34	6e-30	118.6	0.0	3.0	179.0	1.0	171.0	1.0	183.0	0.89	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Xiphias gladius]	False	Eukaryota	Metazoa	Chordata	Istiophoriformes	Xiphias gladius	orange
683	208333	Girardinichthys multiradiatus	XP_047233399.1	187.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5e-30	118.8	0.0	1.0	1.0	2.7e-34	6e-30	118.6	0.0	3.0	181.0	1.0	173.0	1.0	184.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Girardinichthys multiradiatus]	False	Eukaryota	Metazoa	Chordata	Cyprinodontiformes	Girardinichthys multiradiatus	orange
912	1118817	Penelope pileata	NXC46836.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.2e-30	118.8	0.0	1.0	1.0	2.8e-34	6.1000000000000005e-30	118.6	0.0	3.0	182.0	1.0	173.0	1.0	182.0	0.89	CHAC2 glutamylcyclotransferase [Penelope pileata]	False	Eukaryota	Metazoa	Chordata	Galliformes	Penelope pileata	orange
153	9014	Colinus virginianus	OXB74302.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.1e-30	118.8	0.0	1.0	1.0	2.8e-34	6.1000000000000005e-30	118.6	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.89	hypothetical protein H355_006831 [Colinus virginianus]	False	Eukaryota	Metazoa	Chordata	Galliformes	bobwhite quail	orange
968	2038154	Ignelater luminosus	KAF2905344.1	181.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.1e-30	118.8	0.1	1.0	1.0	2.9e-34	6.2000000000000005e-30	118.5	0.1	3.0	183.0	1.0	175.0	1.0	179.0	0.89	hypothetical protein ILUMI_00827 [Ignelater luminosus]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Ignelater luminosus	pink
386	50954	Talpa occidentalis	XP_037383975.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.400000000000001e-30	118.8	0.0	1.0	1.0	2.9e-34	6.3000000000000005e-30	118.5	0.0	3.0	179.0	1.0	170.0	1.0	180.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 [Talpa occidentalis]	False	Eukaryota	Metazoa	Chordata	Eulipotyphla	Talpa occidentalis	orange
944	1566151	Willisornis vidua	KAJ7404833.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.2e-30	118.8	0.0	1.0	1.0	2.9e-34	6.3000000000000005e-30	118.5	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.88	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Willisornis vidua]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Willisornis vidua	orange
882	765133	Dendrolimus kikuchii	KAJ0172293.1	183.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.700000000000001e-30	118.7	0.0	1.0	1.0	2.9e-34	6.3000000000000005e-30	118.5	0.0	3.0	184.0	1.0	177.0	1.0	183.0	0.9	hypothetical protein K1T71_012266 [Dendrolimus kikuchii]	False	Eukaryota	Metazoa	Arthropoda	Lepidoptera	Dendrolimus kikuchii	pink
861	623744	Danionella translucida	TRY87910.1	182.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.400000000000001e-30	118.7	0.0	1.0	1.0	2.9e-34	6.4e-30	118.5	0.0	3.0	183.0	1.0	175.0	1.0	181.0	0.87	hypothetical protein DNTS_003221 [Danionella translucida]	False	Eukaryota	Metazoa	Chordata	Cypriniformes	Danionella translucida	orange
520	99487	Elephas maximus indicus	XP_049726488.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.400000000000001e-30	118.7	0.0	1.0	1.0	2.9e-34	6.4e-30	118.5	0.0	3.0	179.0	1.0	171.0	1.0	181.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Elephas maximus indicus]	False	Eukaryota	Metazoa	Chordata	Proboscidea	Elephas maximus	orange
158	9157	Parus major	XP_015477847.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.700000000000001e-30	118.7	0.0	1.0	1.0	3.1e-34	6.7e-30	118.4	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Parus major]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Parus major	orange
660	187106	Caloenas nicobarica	NWX10683.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.600000000000001e-30	118.7	0.0	1.0	1.0	3.1e-34	6.7e-30	118.4	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.89	CHAC2 glutamylcyclotransferase [Caloenas nicobarica]	False	Eukaryota	Metazoa	Chordata	Columbiformes	Caloenas nicobarica	orange
592	139456	Penaeus chinensis	XP_047479999.1	182.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.9000000000000005e-30	118.6	0.0	1.0	1.0	3.2e-34	6.9e-30	118.4	0.0	3.0	178.0	1.0	169.0	1.0	180.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Penaeus chinensis]	False	Eukaryota	Metazoa	Arthropoda	Decapoda	Penaeus chinensis	pink
740	270530	Synchiropus splendidus	XP_053718444.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.9000000000000005e-30	118.6	0.0	1.0	1.0	3.1e-34	6.9e-30	118.4	0.0	3.0	179.0	1.0	171.0	1.0	182.0	0.89	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Synchiropus splendidus]	False	Eukaryota	Metazoa	Chordata	Syngnathiformes	Synchiropus splendidus	orange
495	84645	Labeo rohita	XP_050980262.1	194.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.400000000000001e-30	118.7	0.0	1.0	1.0	3.1e-34	6.9e-30	118.4	0.0	3.0	185.0	15.0	191.0	13.0	193.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Labeo rohita]	False	Eukaryota	Metazoa	Chordata	Cypriniformes	Labeo rohita	orange
428	61472	Timema bartmani	CAD7445153.1	196.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	5.800000000000001e-30	118.6	0.0	1.0	1.0	3.2e-34	7.1e-30	118.4	0.0	3.0	184.0	1.0	188.0	1.0	193.0	0.85	unnamed protein product [Timema bartmani]	False	Eukaryota	Metazoa	Arthropoda	Phasmatodea	Timema bartmani	pink
235	10228	Trichoplax adhaerens	XP_002113577.1	192.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.1000000000000005e-30	118.6	0.0	1.0	1.0	3.4e-34	7.4e-30	118.3	0.0	3.0	180.0	18.0	186.0	16.0	191.0	0.91	hypothetical protein TRIADDRAFT_57142 [Trichoplax adhaerens]	False	Eukaryota	Metazoa	Placozoa	Trichoplacea	Trichoplax adhaerens	orange
35	7067	Tenebrio molitor	KAJ3622887.1	189.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.3000000000000005e-30	118.5	0.0	1.0	1.0	3.4e-34	7.4e-30	118.3	0.0	3.0	186.0	1.0	178.0	1.0	185.0	0.9	hypothetical protein MTP99_019159 [Tenebrio molitor]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Tenebrio molitor	pink
191	9685	Felis catus	XP_003984041.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.2000000000000005e-30	118.5	0.0	1.0	1.0	3.4e-34	7.4e-30	118.3	0.0	3.0	179.0	1.0	170.0	1.0	179.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Felis catus]	False	Eukaryota	Metazoa	Chordata	Carnivora	Felis catus	orange
173	9407	Rousettus aegyptiacus	XP_015982951.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.2000000000000005e-30	118.5	0.0	1.0	1.0	3.4e-34	7.5e-30	118.3	0.0	3.0	179.0	1.0	170.0	1.0	179.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 [Rousettus aegyptiacus]	False	Eukaryota	Metazoa	Chordata	Chiroptera	Egyptian rousette	orange
193	9694	Panthera tigris	XP_007075473.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.3000000000000005e-30	118.5	0.0	1.0	1.0	3.4e-34	7.5e-30	118.3	0.0	3.0	179.0	1.0	170.0	1.0	179.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Panthera tigris]	False	Eukaryota	Metazoa	Chordata	Carnivora	Panthera tigris	orange
954	1706337	Neophocaena asiaeorientalis asiaeorientalis	XP_024597787.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.3000000000000005e-30	118.5	0.0	1.0	1.0	3.5000000000000003e-34	7.6e-30	118.3	0.0	3.0	179.0	1.0	170.0	1.0	179.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Neophocaena asiaeorientalis asiaeorientalis]	False	Eukaryota	Metazoa	Chordata	Artiodactyla	Neophocaena asiaeorientalis	orange
814	409849	Periophthalmus magnuspinnatus	XP_033840645.1	186.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.3000000000000005e-30	118.5	0.0	1.0	1.0	3.5000000000000003e-34	7.6e-30	118.3	0.0	3.0	188.0	1.0	179.0	1.0	183.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Periophthalmus magnuspinnatus]	False	Eukaryota	Metazoa	Chordata	Gobiiformes	Periophthalmus magnuspinnatus	orange
608	148989	Prochilodus magdalenae	KAI4873937.1	181.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.999999999999999e-30	118.4	0.0	1.0	1.0	3.5000000000000003e-34	7.7e-30	118.2	0.0	3.0	182.0	1.0	174.0	1.0	181.0	0.88	hypothetical protein NFI96_010842 [Prochilodus magdalenae]	False	Eukaryota	Metazoa	Chordata	Characiformes	Prochilodus magdalenae	orange
145	8869	Cygnus olor	XP_040410043.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.6e-30	118.5	0.0	1.0	1.0	3.6e-34	7.8e-30	118.2	0.0	3.0	182.0	1.0	173.0	1.0	182.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 [Cygnus olor]	False	Eukaryota	Metazoa	Chordata	Anseriformes	Cygnus olor	orange
725	254446	Chaetorhynchus papuensis	NXD90240.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.6e-30	118.5	0.0	1.0	1.0	3.6e-34	7.8e-30	118.2	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.88	CHAC2 glutamylcyclotransferase [Chaetorhynchus papuensis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Chaetorhynchus papuensis	orange
618	160734	Plectropomus leopardus	XP_042363798.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.8e-30	118.4	0.0	1.0	1.0	3.6e-34	7.9e-30	118.2	0.0	3.0	179.0	1.0	171.0	1.0	183.0	0.9	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Plectropomus leopardus]	False	Eukaryota	Metazoa	Chordata	Perciformes	Plectropomus leopardus	orange
634	172689	Lophotis ruficrista	NXE05044.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.6e-30	118.5	0.0	1.0	1.0	3.6e-34	7.9e-30	118.2	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.89	CHAC2 glutamylcyclotransferase [Lophotis ruficrista]	False	Eukaryota	Metazoa	Chordata	Gruiformes	Lophotis ruficrista	orange
445	64802	Loxia curvirostra	NWY91874.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.8e-30	118.4	0.0	1.0	1.0	3.7e-34	8.1e-30	118.2	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.91	CHAC2 glutamylcyclotransferase [Loxia curvirostra]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Loxia curvirostra	orange
341	39638	Agelaius phoeniceus	XP_054485489.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.9e-30	118.4	0.0	1.0	1.0	3.7e-34	8.1e-30	118.2	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Agelaius phoeniceus]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Agelaius phoeniceus	orange
97	8017	Oncorhynchus gorbuscha	XP_046195201.1	216.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.8e-30	118.4	0.0	1.0	1.0	3.8e-34	8.2e-30	118.1	0.0	3.0	178.0	1.0	178.0	1.0	190.0	0.88	putative glutathione-specific gamma-glutamylcyclotransferase 2 [Oncorhynchus gorbuscha]	False	Eukaryota	Metazoa	Chordata	Salmoniformes	Oncorhynchus gorbuscha	orange
398	54369	Heliornis fulica	NXP45837.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	6.8e-30	118.4	0.0	1.0	1.0	3.7e-34	8.2e-30	118.2	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.9	CHAC2 glutamylcyclotransferase [Heliornis fulica]	False	Eukaryota	Metazoa	Chordata	Gruiformes	Heliornis fulica	orange
143	8845	Anser cygnoides	XP_047934907.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.1e-30	118.4	0.0	1.0	1.0	3.9e-34	8.4e-30	118.1	0.0	3.0	182.0	1.0	173.0	1.0	182.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 [Anser cygnoides]	False	Eukaryota	Metazoa	Chordata	Anseriformes	Anas cygnoid Linnaeus, 1758	orange
820	419690	Sakesphorus luctuosus	NXG09114.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.2e-30	118.3	0.0	1.0	1.0	3.9e-34	8.4e-30	118.1	0.0	3.0	182.0	1.0	173.0	1.0	182.0	0.88	CHAC2 glutamylcyclotransferase [Sakesphorus luctuosus]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Sakesphorus luctuosus	orange
949	1608482	Puma yagouaroundi	XP_040309685.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.2e-30	118.3	0.0	1.0	1.0	3.9e-34	8.600000000000002e-30	118.1	0.0	3.0	179.0	1.0	170.0	1.0	179.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Puma yagouaroundi]	False	Eukaryota	Metazoa	Chordata	Carnivora	Puma yagouaroundi	orange
342	40151	Monodon monoceros	XP_029088167.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.2e-30	118.3	0.0	1.0	1.0	3.9e-34	8.600000000000002e-30	118.1	0.0	3.0	179.0	1.0	170.0	1.0	179.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Monodon monoceros]	False	Eukaryota	Metazoa	Chordata	Artiodactyla	Monodon monoceros	orange
789	360224	Onychorhynchus coronatus	NWU74281.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.6e-30	118.3	0.0	1.0	1.0	4.0000000000000006e-34	8.800000000000002e-30	118.1	0.0	3.0	185.0	1.0	176.0	1.0	183.0	0.9	CHAC2 glutamylcyclotransferase [Onychorhynchus coronatus]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Onychorhynchus coronatus	orange
733	262131	Alopecoenas beccarii	NXW89501.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.4e-30	118.3	0.0	1.0	1.0	4.1e-34	9e-30	118.0	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.89	CHAC2 glutamylcyclotransferase [Alopecoenas beccarii]	False	Eukaryota	Metazoa	Chordata	Columbiformes	Alopecoenas beccarii	orange
687	215358	Larimichthys crocea	XP_019134295.1	188.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.7e-30	118.2	0.0	1.0	1.0	4.2e-34	9.200000000000001e-30	118.0	0.0	3.0	179.0	1.0	171.0	1.0	182.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 isoform X1 [Larimichthys crocea]	False	Eukaryota	Metazoa	Chordata		Larimichthys crocea	orange
648	181119	Pseudopodoces humilis	XP_005525535.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.9e-30	118.2	0.0	1.0	1.0	4.3e-34	9.400000000000001e-30	118.0	0.0	3.0	183.0	1.0	174.0	1.0	181.0	0.91	PREDICTED: putative glutathione-specific gamma-glutamylcyclotransferase 2 [Pseudopodoces humilis]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Parus humilis	orange
144	8868	Cygnus atratus	XP_035421322.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	8.1e-30	118.2	0.0	1.0	1.0	4.3e-34	9.500000000000001e-30	117.9	0.0	3.0	182.0	1.0	173.0	1.0	182.0	0.9	glutathione-specific gamma-glutamylcyclotransferase 2 [Cygnus atratus]	False	Eukaryota	Metazoa	Chordata	Anseriformes	Cygnus atratus	orange
187	9646	Ailuropoda melanoleuca	XP_002914099.3	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.8e-30	118.2	0.0	1.0	1.0	4.3e-34	9.500000000000001e-30	117.9	0.0	3.0	179.0	1.0	170.0	1.0	180.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 [Ailuropoda melanoleuca]	False	Eukaryota	Metazoa	Chordata	Carnivora	Ailuropoda melanoleuca	orange
106	8049	Gadus morhua	XP_030196342.1	190.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.999999999999999e-30	118.2	0.0	1.0	1.0	4.4e-34	9.600000000000001e-30	117.9	0.0	3.0	179.0	1.0	171.0	1.0	180.0	0.91	glutathione-specific gamma-glutamylcyclotransferase 2 [Gadus morhua]	False	Eukaryota	Metazoa	Chordata	Gadiformes	Gadus morhua	orange
716	243059	Dasyornis broadbenti	NWV78679.1	184.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	8.2e-30	118.1	0.0	1.0	1.0	4.4e-34	9.600000000000001e-30	117.9	0.0	3.0	182.0	1.0	173.0	1.0	181.0	0.9	CHAC2 glutamylcyclotransferase [Dasyornis broadbenti]	False	Eukaryota	Metazoa	Chordata	Passeriformes	Dasyornis broadbenti	orange
633	171643	Phrynocephalus forsythii	KAJ7341272.1	218.0	GCF_000591075.1;XP_023332299.1;Meta_(3,183)	-	193.0	7.9e-30	118.2	0.0	1.0	1.0	4.5e-34	9.900000000000001e-30	117.9	0.0	3.0	183.0	34.0	207.0	32.0	212.0	0.92	hypothetical protein JRQ81_005179 [Phrynocephalus forsythii]	False	Eukaryota	Metazoa	Chordata	Squamata	Phrynocephalus forsythii	orange
