target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
WP_185147660.1	-	129	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	7.6e-05	37.4	0.0	1	1	1.4e-10	0.00011	36.9	0.0	15	124	19	121	9	127	0.86	MULTISPECIES: hypothetical protein [Chryseobacterium]	Chryseobacterium
WP_234575019.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	7.7e-05	37.3	0.0	1	1	2.2e-10	0.00017	36.3	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_079383762.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	7.7e-05	37.3	0.0	1	1	2.3e-10	0.00018	36.2	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_277608968.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	7.8e-05	37.3	0.0	1	1	2.3e-10	0.00018	36.2	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_079380568.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.2e-05	37.2	0.0	1	1	2.2e-10	0.00017	36.3	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_104708145.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.2e-05	37.2	0.0	1	1	2.4e-10	0.00019	36.1	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_211118326.1	-	2118	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.8e-05	37.1	25.1	1	7	6.3	4.8e+06	2.4	0.0	31	66	456	491	446	502	0.86	gliding motility-associated C-terminal domain-containing protein [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
WP_211118326.1	-	2118	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.8e-05	37.1	25.1	2	7	2.4	1.9e+06	3.8	0.0	34	66	717	749	705	756	0.89	gliding motility-associated C-terminal domain-containing protein [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
WP_211118326.1	-	2118	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.8e-05	37.1	25.1	3	7	0.15	1.1e+05	7.7	0.0	32	66	801	835	790	844	0.87	gliding motility-associated C-terminal domain-containing protein [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
WP_211118326.1	-	2118	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.8e-05	37.1	25.1	4	7	0.6	4.7e+05	5.7	0.0	32	66	887	921	875	934	0.84	gliding motility-associated C-terminal domain-containing protein [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
WP_211118326.1	-	2118	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.8e-05	37.1	25.1	5	7	6	4.6e+06	2.5	0.0	33	66	974	1007	963	1021	0.86	gliding motility-associated C-terminal domain-containing protein [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
WP_211118326.1	-	2118	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.8e-05	37.1	25.1	6	7	0.71	5.5e+05	5.5	0.0	29	66	1056	1093	1048	1103	0.88	gliding motility-associated C-terminal domain-containing protein [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
WP_211118326.1	-	2118	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	8.8e-05	37.1	25.1	7	7	1.4	1.1e+06	4.5	0.0	33	66	1146	1179	1135	1188	0.87	gliding motility-associated C-terminal domain-containing protein [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
WP_277610404.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	9.1e-05	37.1	0.0	1	1	2.8e-10	0.00021	35.9	0.0	9	124	11	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MBI7532246.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	9.1e-05	37.1	0.0	1	1	2.3e-10	0.00018	36.2	0.0	10	124	14	120	7	124	0.86	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_126633146.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	9.6e-05	37.0	0.0	1	1	2.8e-10	0.00021	35.9	0.0	9	124	13	120	6	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_108112491.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	9.8e-05	37.0	0.0	1	1	2.9e-10	0.00022	35.8	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MBG4464658.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.0001	37.0	0.0	1	1	2.9e-10	0.00023	35.8	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HCE8945035.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.0001	37.0	0.0	1	1	2.8e-10	0.00022	35.9	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MBG5280874.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.0001	36.9	0.0	1	1	3.2e-10	0.00025	35.7	0.0	10	124	14	120	7	124	0.84	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HBO9520566.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.9	0.0	1	1	3.2e-10	0.00025	35.7	0.0	10	125	14	121	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WCX19873.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.9	0.0	1	1	3.2e-10	0.00024	35.7	0.0	10	124	14	120	7	124	0.85	hypothetical protein KK214_04100 [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
SEA57200.1	-	2155	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	25.1	1	7	6.4	4.9e+06	2.4	0.0	31	66	493	528	483	539	0.86	gliding motility-associated C-terminal domain-containing protein, partial [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
SEA57200.1	-	2155	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	25.1	2	7	2.5	1.9e+06	3.7	0.0	34	66	754	786	742	793	0.89	gliding motility-associated C-terminal domain-containing protein, partial [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
SEA57200.1	-	2155	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	25.1	3	7	0.15	1.1e+05	7.7	0.0	32	66	838	872	827	881	0.87	gliding motility-associated C-terminal domain-containing protein, partial [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
SEA57200.1	-	2155	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	25.1	4	7	0.62	4.8e+05	5.7	0.0	32	66	924	958	912	971	0.84	gliding motility-associated C-terminal domain-containing protein, partial [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
SEA57200.1	-	2155	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	25.1	5	7	6.1	4.7e+06	2.5	0.0	33	66	1011	1044	1000	1058	0.86	gliding motility-associated C-terminal domain-containing protein, partial [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
SEA57200.1	-	2155	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	25.1	6	7	0.72	5.6e+05	5.5	0.0	29	66	1093	1130	1085	1140	0.88	gliding motility-associated C-terminal domain-containing protein, partial [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
SEA57200.1	-	2155	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	25.1	7	7	1.5	1.1e+06	4.5	0.0	33	66	1183	1216	1172	1225	0.87	gliding motility-associated C-terminal domain-containing protein, partial [Chitinophaga terrae (ex Kim and Jung 2007)]	Chitinophaga terrae (ex Kim and Jung 2007)
MBH8873958.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	0.0	1	1	3.7e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
RAL82758.1	-	119	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	0.0	1	1	3.4e-10	0.00027	35.6	0.0	10	124	7	113	2	117	0.85	hypothetical protein CSC34_2512 [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MBI7306899.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00011	36.8	0.0	1	1	3.5e-10	0.00027	35.6	0.0	10	124	14	120	7	123	0.84	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MBX5571699.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.5e-10	0.00027	35.6	0.0	10	124	14	120	6	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
KXE74032.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.5e-10	0.00027	35.6	0.0	10	124	12	118	5	122	0.85	hypothetical protein AW931_23755 [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MCA9710988.1	-	149	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	2.1e-10	0.00017	36.3	0.0	16	119	30	131	24	140	0.83	hypothetical protein [Myxococcales bacterium]	Myxococcales bacterium
WP_277607660.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.6	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003112797.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.6	0.0	10	124	12	118	5	122	0.85	MULTISPECIES: hypothetical protein [Pseudomonas]	Pseudomonas
MBG6506716.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
KRU53691.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.5	0.0	10	124	12	118	5	122	0.85	hypothetical protein AN449_10225 [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MBH9385113.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003103159.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.6	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_023107866.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.6	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_126475079.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00012	36.7	0.0	1	1	3.6e-10	0.00028	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_079759413.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WBI05878.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.7e-10	0.00029	35.5	0.0	10	124	12	118	5	122	0.85	hypothetical protein PALA19_01506 [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HBO5296670.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003121337.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	MULTISPECIES: hypothetical protein [Pseudomonas]	Pseudomonas
WP_124133654.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_126577293.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_079385862.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003135006.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	MULTISPECIES: hypothetical protein [Pseudomonas]	Pseudomonas
WP_073668089.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
MCO1871112.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.8e-10	0.00029	35.5	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_034020452.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.9e-10	0.0003	35.4	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_269973713.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	4e-10	0.00031	35.4	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HCF9708833.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	3.4e-10	0.00026	35.6	0.0	13	124	19	120	8	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
CEN62699.1	-	137	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00013	36.6	0.0	1	1	4.2e-10	0.00032	35.3	0.0	15	124	26	128	18	131	0.83	hypothetical protein ASPCAL09331 [Aspergillus calidoustus]	Aspergillus calidoustus
MBG6560923.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4e-10	0.00031	35.4	0.0	10	124	14	120	7	124	0.84	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_256423427.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4e-10	0.00031	35.4	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_126558085.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4.1e-10	0.00031	35.4	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
NDZ07233.1	-	119	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4.2e-10	0.00032	35.3	0.0	10	124	7	113	2	117	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_117171456.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4.3e-10	0.00033	35.3	0.0	10	124	14	120	10	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HCL2715196.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4.1e-10	0.00032	35.3	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa EF8E]	Pseudomonas aeruginosa EF8E
WP_073652924.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4.2e-10	0.00032	35.3	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_031759928.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4.4e-10	0.00034	35.2	0.0	10	124	12	118	8	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_194720408.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00014	36.5	0.0	1	1	4.2e-10	0.00032	35.3	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_229754675.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.4e-10	0.00034	35.2	0.0	10	124	12	118	8	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_277616581.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.8e-10	0.00037	35.1	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003456788.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.3e-10	0.00033	35.3	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
ASK32691.1	-	130	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	3e-10	0.00023	35.8	0.0	15	124	21	123	12	127	0.78	hypothetical protein CEY12_05300 [Chryseobacterium sp. T16E-39]	Chryseobacterium sp. T16E-39
HBP1962901.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.4e-10	0.00034	35.2	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_017002060.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.7e-10	0.00036	35.2	0.0	10	124	14	120	10	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HCF3401475.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.4e-10	0.00034	35.2	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HBO3106102.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.6e-10	0.00035	35.2	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_106120555.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.4e-10	0.00034	35.2	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_134301299.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.4e-10	0.00034	35.2	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003123410.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.7e-10	0.00036	35.2	0.0	10	124	14	120	10	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_125488285.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.7e-10	0.00036	35.2	0.0	10	124	14	120	10	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_125884948.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	4.7e-10	0.00036	35.2	0.0	10	124	14	120	10	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_126858744.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00015	36.4	0.0	1	1	5.1e-10	0.00039	35.0	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003146010.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00016	36.4	0.0	1	1	4.6e-10	0.00035	35.2	0.0	10	124	14	120	7	124	0.85	MULTISPECIES: hypothetical protein [Pseudomonas]	Pseudomonas
AAT49714.1	-	127	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00016	36.3	0.0	1	1	4.9e-10	0.00038	35.1	0.0	10	124	14	120	7	124	0.85	PA4603, partial [synthetic construct]	synthetic construct
WP_176600292.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00016	36.3	0.0	1	1	5.4e-10	0.00042	35.0	0.0	10	124	14	120	7	124	0.86	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
HBP0108815.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00016	36.3	0.0	1	1	6e-10	0.00047	34.8	0.0	10	124	14	120	7	124	0.84	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_079385719.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00016	36.3	0.0	1	1	4.7e-10	0.00036	35.2	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_126671638.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00016	36.3	0.0	1	1	4.3e-10	0.00033	35.3	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_217705883.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00016	36.3	0.0	1	1	4.8e-10	0.00037	35.1	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_128697743.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00017	36.2	0.0	1	1	4.9e-10	0.00038	35.1	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_058161473.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00017	36.2	0.0	1	1	4.9e-10	0.00038	35.1	0.0	10	124	12	118	5	122	0.84	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_003161408.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00017	36.2	0.0	1	1	5.4e-10	0.00042	35.0	0.0	10	124	12	118	5	121	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
NPY01148.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00017	36.2	0.0	1	1	5.1e-10	0.00039	35.0	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_079987514.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00018	36.2	0.0	1	1	5.2e-10	0.0004	35.0	0.0	10	124	14	120	7	124	0.84	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_126584189.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00018	36.2	0.0	1	1	5.3e-10	0.00041	35.0	0.0	10	124	14	120	7	124	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_079265952.1	-	126	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00018	36.1	0.0	1	1	5.7e-10	0.00044	34.9	0.0	10	124	14	120	7	123	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_191735587.1	-	127	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00019	36.1	0.0	1	1	3.9e-10	0.0003	35.4	0.0	15	125	19	122	10	127	0.83	hypothetical protein [Chryseobacterium caseinilyticum]	Chryseobacterium caseinilyticum
WP_175596552.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.00019	36.1	0.0	1	1	5.6e-10	0.00043	34.9	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_070748462.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.0002	36.0	0.0	1	1	6.1e-10	0.00047	34.8	0.0	10	124	12	118	5	122	0.85	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
WP_263405691.1	-	124	GCF_002217175.1;XP_035708168.1;HGT_(274,388)	-	130	0.0002	36.0	0.0	1	1	6e-10	0.00046	34.8	0.0	14	124	18	118	8	122	0.87	hypothetical protein [Pseudomonas aeruginosa]	Pseudomonas aeruginosa
