target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
WP_160374011.1	-	848	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0018	32.7	2.9	3	4	0.1	1.1e+04	10.9	0.4	5	103	523	617	519	620	0.74	RICIN domain-containing protein [Flavobacterium hydrocarbonoxydans]	Flavobacterium hydrocarbonoxydans
WP_160374011.1	-	848	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0018	32.7	2.9	4	4	2.3	2.5e+05	6.6	0.1	6	54	571	616	567	645	0.82	RICIN domain-containing protein [Flavobacterium hydrocarbonoxydans]	Flavobacterium hydrocarbonoxydans
XP_007490219.1	-	862	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0018	32.7	19.4	1	3	5.3	5.7e+05	5.4	0.0	18	56	505	542	500	557	0.83	PREDICTED: zinc finger protein 345-like isoform X1 [Monodelphis domestica]	Monodelphis domestica
XP_007490219.1	-	862	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0018	32.7	19.4	2	3	3.8	4e+05	5.9	0.0	25	55	623	653	616	665	0.86	PREDICTED: zinc finger protein 345-like isoform X1 [Monodelphis domestica]	Monodelphis domestica
XP_007490219.1	-	862	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0018	32.7	19.4	3	3	4.4	4.7e+05	5.6	0.1	24	49	678	703	673	718	0.80	PREDICTED: zinc finger protein 345-like isoform X1 [Monodelphis domestica]	Monodelphis domestica
WP_246183282.1	-	126	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0018	32.7	0.1	1	2	0.041	4.4e+03	12.2	0.0	7	37	35	65	29	72	0.91	RICIN domain-containing protein [Paenibacillus methanolicus]	Paenibacillus methanolicus
WP_246183282.1	-	126	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0018	32.7	0.1	2	2	0.00074	79	17.8	0.0	3	51	78	123	76	126	0.88	RICIN domain-containing protein [Paenibacillus methanolicus]	Paenibacillus methanolicus
MBS6779257.1	-	1050	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	22.9	1	4	1.6	1.7e+05	7.1	0.1	7	60	530	579	526	582	0.79	RICIN domain-containing protein [Eggerthella sp.]	Eggerthella sp.
MBS6779257.1	-	1050	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	22.9	2	4	0.26	2.7e+04	9.6	0.2	7	105	577	677	573	681	0.75	RICIN domain-containing protein [Eggerthella sp.]	Eggerthella sp.
MBS6779257.1	-	1050	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	22.9	3	4	0.00097	1e+02	17.4	0.1	6	71	719	782	715	802	0.86	RICIN domain-containing protein [Eggerthella sp.]	Eggerthella sp.
MBS6779257.1	-	1050	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	22.9	4	4	4	4.2e+05	5.8	0.1	7	92	818	899	814	912	0.73	RICIN domain-containing protein [Eggerthella sp.]	Eggerthella sp.
MBL7786063.1	-	1788	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	6.6	1	1	2.3	2.5e+05	6.6	0.0	8	39	181	212	177	219	0.87	VCBS repeat-containing protein [Chitinophagales bacterium]	Chitinophagales bacterium
WP_090308667.1	-	760	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	11.8	1	4	0.014	1.5e+03	13.7	0.0	3	36	270	304	268	309	0.91	RICIN domain-containing protein [Eubacterium aggregans]	Eubacterium aggregans
WP_090308667.1	-	760	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	11.8	2	4	4.7	5e+05	5.6	0.2	14	68	375	427	362	462	0.81	RICIN domain-containing protein [Eubacterium aggregans]	Eubacterium aggregans
WP_090308667.1	-	760	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	11.8	3	4	0.28	3e+04	9.5	0.9	8	105	466	559	459	562	0.74	RICIN domain-containing protein [Eubacterium aggregans]	Eubacterium aggregans
WP_090308667.1	-	760	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.7	11.8	4	4	4.3	4.6e+05	5.7	0.2	7	70	512	572	506	586	0.83	RICIN domain-containing protein [Eubacterium aggregans]	Eubacterium aggregans
MBQ3310033.1	-	575	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	1.3	1	3	4	4.3e+05	5.8	0.0	11	63	296	344	292	344	0.87	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MBQ3310033.1	-	575	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	1.3	2	3	0.013	1.3e+03	13.8	0.1	7	69	339	396	334	430	0.86	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MBQ3310033.1	-	575	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	1.3	3	3	1.9	2e+05	6.9	0.0	7	44	484	521	479	527	0.92	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
XP_007490222.1	-	822	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	20.3	1	3	4.8	5.2e+05	5.5	0.0	18	56	465	502	458	517	0.83	PREDICTED: zinc finger protein 345-like isoform X4 [Monodelphis domestica]	Monodelphis domestica
XP_007490222.1	-	822	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	20.3	2	3	3.4	3.6e+05	6.0	0.0	25	55	583	613	574	625	0.86	PREDICTED: zinc finger protein 345-like isoform X4 [Monodelphis domestica]	Monodelphis domestica
XP_007490222.1	-	822	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	20.3	3	3	4.2	4.5e+05	5.7	0.2	24	49	638	663	633	678	0.80	PREDICTED: zinc finger protein 345-like isoform X4 [Monodelphis domestica]	Monodelphis domestica
WP_260978757.1	-	652	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	0.6	1	1	8.8e-08	0.0094	30.4	0.2	7	105	512	607	507	610	0.87	family 16 glycosylhydrolase [Eubacterium sp. LFL-14]	Eubacterium sp. LFL-14
CDE30561.1	-	941	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	1.7	1	2	0.0085	9e+02	14.4	0.0	5	69	553	614	550	618	0.91	pectate lyase [Ruminococcus sp. CAG:403]	Ruminococcus sp. CAG:403
CDE30561.1	-	941	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	1.7	2	2	0.11	1.2e+04	10.8	0.0	6	68	709	768	705	819	0.83	pectate lyase [Ruminococcus sp. CAG:403]	Ruminococcus sp. CAG:403
WP_118565414.1	-	653	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0019	32.6	0.6	1	1	8.9e-08	0.0095	30.4	0.2	7	105	513	608	508	611	0.87	family 16 glycosylhydrolase [Eubacterium sp. AF19-12LB]	Eubacterium sp. AF19-12LB
WP_160374012.1	-	707	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	7.2	1	3	0.44	4.7e+04	8.9	0.0	3	38	322	357	320	376	0.87	RICIN domain-containing protein [Flavobacterium hydrocarbonoxydans]	Flavobacterium hydrocarbonoxydans
WP_160374012.1	-	707	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	7.2	2	3	6	6.4e+05	5.2	0.1	10	54	423	467	414	469	0.88	RICIN domain-containing protein [Flavobacterium hydrocarbonoxydans]	Flavobacterium hydrocarbonoxydans
WP_160374012.1	-	707	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	7.2	3	3	0.24	2.6e+04	9.7	0.1	7	68	569	628	565	650	0.78	RICIN domain-containing protein [Flavobacterium hydrocarbonoxydans]	Flavobacterium hydrocarbonoxydans
AJQ92826.1	-	472	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	0.4	1	2	0.035	3.7e+03	12.4	0.0	5	48	73	116	70	125	0.83	beta-xylosidase [Gynuella sunshinyii YC6258]	Gynuella sunshinyii YC6258
AJQ92826.1	-	472	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	0.4	2	2	0.0064	6.9e+02	14.8	0.1	6	97	121	207	117	217	0.76	beta-xylosidase [Gynuella sunshinyii YC6258]	Gynuella sunshinyii YC6258
XP_007490223.1	-	820	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	20.4	1	3	4.8	5.2e+05	5.5	0.0	18	56	463	500	456	515	0.83	PREDICTED: zinc finger protein 345-like isoform X5 [Monodelphis domestica]	Monodelphis domestica
XP_007490223.1	-	820	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	20.4	2	3	3.2	3.4e+05	6.1	0.0	25	55	581	611	568	623	0.86	PREDICTED: zinc finger protein 345-like isoform X5 [Monodelphis domestica]	Monodelphis domestica
XP_007490223.1	-	820	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	20.4	3	3	4.2	4.5e+05	5.7	0.2	24	49	636	661	631	676	0.80	PREDICTED: zinc finger protein 345-like isoform X5 [Monodelphis domestica]	Monodelphis domestica
WP_117909524.1	-	658	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	0.6	1	1	9e-08	0.0096	30.4	0.2	7	105	518	613	513	616	0.87	family 16 glycosylhydrolase [Eubacterium sp. AF17-7]	Eubacterium sp. AF17-7
MBQ0098632.1	-	796	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	9.0	1	4	5.2	5.6e+05	5.4	0.0	5	36	225	256	222	265	0.86	RICIN domain-containing protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ0098632.1	-	796	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	9.0	2	4	0.05	5.3e+03	11.9	0.1	8	54	274	320	268	370	0.79	RICIN domain-containing protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ0098632.1	-	796	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	9.0	3	4	0.92	9.9e+04	7.8	0.0	6	34	373	401	369	411	0.87	RICIN domain-containing protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MBQ0098632.1	-	796	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.002	32.6	9.0	4	4	9.1	9.7e+05	4.6	0.1	6	51	519	561	515	577	0.73	RICIN domain-containing protein [Oscillospiraceae bacterium]	Oscillospiraceae bacterium
MCD7810429.1	-	964	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	11.0	1	2	0.00071	76	17.8	0.0	5	70	562	624	559	654	0.86	RICIN domain-containing protein [Ruminococcus sp.]	Ruminococcus sp.
MCD7810429.1	-	964	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	11.0	2	2	0.016	1.7e+03	13.5	0.3	7	72	719	780	714	806	0.81	RICIN domain-containing protein [Ruminococcus sp.]	Ruminococcus sp.
SFX83364.1	-	690	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.7	1	3	0.0075	8e+02	14.6	0.1	4	45	247	288	245	330	0.80	Flagellum-specific peptidoglycan hydrolase FlgJ [Ruminococcus flavefaciens]	Ruminococcus flavefaciens
SFX83364.1	-	690	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.7	2	3	0.78	8.3e+04	8.1	0.3	7	82	393	459	390	476	0.76	Flagellum-specific peptidoglycan hydrolase FlgJ [Ruminococcus flavefaciens]	Ruminococcus flavefaciens
SFX83364.1	-	690	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.7	3	3	0.067	7.1e+03	11.5	0.1	5	45	538	578	523	598	0.82	Flagellum-specific peptidoglycan hydrolase FlgJ [Ruminococcus flavefaciens]	Ruminococcus flavefaciens
MBR3319201.1	-	485	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	3.7	1	2	5.4	5.8e+05	5.4	0.0	7	44	348	385	344	393	0.92	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MBR3319201.1	-	485	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	3.7	2	2	6.5e-06	0.7	24.4	0.0	4	69	391	458	388	478	0.85	RICIN domain-containing protein [Candidatus Saccharibacteria bacterium]	Candidatus Saccharibacteria bacterium
MCD8188473.1	-	945	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.5	1	2	0.00049	52	18.4	0.0	5	70	562	624	559	658	0.85	RICIN domain-containing protein [Ruminococcus sp.]	Ruminococcus sp.
MCD8188473.1	-	945	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.5	2	2	0.014	1.5e+03	13.7	0.3	7	74	719	782	714	810	0.81	RICIN domain-containing protein [Ruminococcus sp.]	Ruminococcus sp.
GLX66568.1	-	615	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.7	1	3	0.22	2.3e+04	9.8	0.0	3	41	473	511	471	520	0.89	hypothetical protein MU1_09120 [Paenibacillus glycanilyticus]	Paenibacillus glycanilyticus
GLX66568.1	-	615	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.7	2	3	0.042	4.4e+03	12.2	0.0	6	42	523	559	519	567	0.89	hypothetical protein MU1_09120 [Paenibacillus glycanilyticus]	Paenibacillus glycanilyticus
GLX66568.1	-	615	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0021	32.5	6.7	3	3	0.17	1.8e+04	10.2	0.0	6	51	570	612	565	615	0.86	hypothetical protein MU1_09120 [Paenibacillus glycanilyticus]	Paenibacillus glycanilyticus
MBM7604830.1	-	370	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0022	32.4	0.4	1	2	0.046	4.9e+03	12.0	0.0	7	38	33	64	29	77	0.87	pectate lyase C [Metabacillus crassostreae]	Metabacillus crassostreae
MBM7604830.1	-	370	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0022	32.4	0.4	2	2	0.023	2.5e+03	13.0	0.1	8	54	128	172	121	191	0.77	pectate lyase C [Metabacillus crassostreae]	Metabacillus crassostreae
XP_016288320.1	-	834	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	18.2	1	3	5.5	5.8e+05	5.3	0.0	18	56	505	542	500	553	0.82	PREDICTED: zinc finger protein 345-like isoform X2 [Monodelphis domestica]	Monodelphis domestica
XP_016288320.1	-	834	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	18.2	2	3	3.5	3.7e+05	6.0	0.0	25	55	595	625	586	637	0.86	PREDICTED: zinc finger protein 345-like isoform X2 [Monodelphis domestica]	Monodelphis domestica
XP_016288320.1	-	834	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	18.2	3	3	4.3	4.6e+05	5.7	0.2	24	49	650	675	645	690	0.80	PREDICTED: zinc finger protein 345-like isoform X2 [Monodelphis domestica]	Monodelphis domestica
MBD5143318.1	-	943	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	3.7	1	2	0.00024	26	19.4	0.0	5	72	558	621	555	653	0.85	hypothetical protein [Ruminococcus sp.]	Ruminococcus sp.
MBD5143318.1	-	943	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	3.7	2	2	0.45	4.8e+04	8.8	0.4	6	68	714	773	710	801	0.80	hypothetical protein [Ruminococcus sp.]	Ruminococcus sp.
WP_264731509.1	-	197	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	0.1	1	3	0.016	1.7e+03	13.5	0.0	3	37	52	86	50	96	0.93	MULTISPECIES: RICIN domain-containing protein [unclassified Chitinophaga]	unclassified Chitinophaga
WP_264731509.1	-	197	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	0.1	2	3	0.039	4.2e+03	12.2	0.0	8	68	106	162	99	163	0.86	MULTISPECIES: RICIN domain-containing protein [unclassified Chitinophaga]	unclassified Chitinophaga
WP_264731509.1	-	197	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	0.1	3	3	2.4	2.5e+05	6.5	0.0	6	37	151	182	147	194	0.89	MULTISPECIES: RICIN domain-containing protein [unclassified Chitinophaga]	unclassified Chitinophaga
WP_228745000.1	-	359	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	2.4	1	2	0.008	8.5e+02	14.5	0.0	4	38	23	57	20	69	0.87	pectate lyase [Paenibacillus sp. S150]	Paenibacillus sp. S150
WP_228745000.1	-	359	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	2.4	2	2	0.0071	7.6e+02	14.6	0.3	7	79	73	141	67	168	0.64	pectate lyase [Paenibacillus sp. S150]	Paenibacillus sp. S150
MBR4763233.1	-	779	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	1.9	1	2	0.088	9.4e+03	11.1	0.0	7	67	538	595	534	611	0.88	RICIN domain-containing protein [Lachnospiraceae bacterium]	Lachnospiraceae bacterium
MBR4763233.1	-	779	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	1.9	2	2	2.2	2.4e+05	6.6	0.0	7	73	685	747	681	770	0.84	RICIN domain-containing protein [Lachnospiraceae bacterium]	Lachnospiraceae bacterium
WP_190868181.1	-	678	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	0.2	1	3	0.0093	9.9e+02	14.3	0.0	3	52	537	584	535	587	0.90	RICIN domain-containing protein [Paenibacillus arenilitoris]	Paenibacillus arenilitoris
WP_190868181.1	-	678	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	0.2	2	3	1.1	1.2e+05	7.6	0.0	6	38	588	620	584	629	0.88	RICIN domain-containing protein [Paenibacillus arenilitoris]	Paenibacillus arenilitoris
WP_190868181.1	-	678	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0023	32.4	0.2	3	3	3.8	4.1e+05	5.9	0.0	8	50	634	673	627	678	0.78	RICIN domain-containing protein [Paenibacillus arenilitoris]	Paenibacillus arenilitoris
WP_235121460.1	-	422	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.4	0.0	1	2	0.24	2.6e+04	9.7	0.0	3	37	279	313	277	324	0.90	family 16 glycosylhydrolase [Paenibacillus sp. YPD9-1]	Paenibacillus sp. YPD9-1
WP_235121460.1	-	422	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.4	0.0	2	2	0.00096	1e+02	17.4	0.0	6	102	329	421	324	422	0.82	family 16 glycosylhydrolase [Paenibacillus sp. YPD9-1]	Paenibacillus sp. YPD9-1
OKZ76794.1	-	838	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	18.8	1	6	2.9	3.1e+05	6.2	0.1	7	50	85	125	81	136	0.78	hypothetical protein BHW01_06810 [Clostridium sp. 27_14]	Clostridium sp. 27_14
OKZ76794.1	-	838	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	18.8	2	6	3	3.2e+05	6.2	0.1	7	40	132	165	127	208	0.65	hypothetical protein BHW01_06810 [Clostridium sp. 27_14]	Clostridium sp. 27_14
OKZ76794.1	-	838	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	18.8	3	6	2.5	2.7e+05	6.4	0.1	7	62	236	287	233	293	0.76	hypothetical protein BHW01_06810 [Clostridium sp. 27_14]	Clostridium sp. 27_14
OKZ76794.1	-	838	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	18.8	4	6	4.1	4.3e+05	5.8	0.0	8	38	437	467	432	514	0.74	hypothetical protein BHW01_06810 [Clostridium sp. 27_14]	Clostridium sp. 27_14
OKZ76794.1	-	838	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	18.8	5	6	8.8	9.4e+05	4.7	0.2	5	62	537	590	534	592	0.75	hypothetical protein BHW01_06810 [Clostridium sp. 27_14]	Clostridium sp. 27_14
OKZ76794.1	-	838	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	18.8	6	6	2.8	3e+05	6.3	0.2	7	39	586	618	581	628	0.87	hypothetical protein BHW01_06810 [Clostridium sp. 27_14]	Clostridium sp. 27_14
WP_164716771.1	-	1189	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	3.9	1	3	1.7	1.8e+05	7.0	0.0	3	39	893	929	891	936	0.92	RICIN domain-containing protein [Paenibacillus whitsoniae]	Paenibacillus whitsoniae
WP_164716771.1	-	1189	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	3.9	2	3	4.5	4.8e+05	5.6	0.0	6	39	943	976	939	990	0.86	RICIN domain-containing protein [Paenibacillus whitsoniae]	Paenibacillus whitsoniae
WP_164716771.1	-	1189	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	3.9	3	3	7.6	8.2e+05	4.9	0.1	4	39	1045	1080	1042	1088	0.88	RICIN domain-containing protein [Paenibacillus whitsoniae]	Paenibacillus whitsoniae
HIR52814.1	-	211	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	0.4	1	2	0.00064	68	18.0	0.1	3	65	4	62	2	66	0.88	RICIN domain-containing protein [Candidatus Onthovicinus excrementipullorum]	Candidatus Onthovicinus excrementipullorum
HIR52814.1	-	211	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	0.4	2	2	0.00045	48	18.5	0.1	5	99	53	143	50	149	0.78	RICIN domain-containing protein [Candidatus Onthovicinus excrementipullorum]	Candidatus Onthovicinus excrementipullorum
RTE03070.1	-	1190	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	3.9	1	3	1.7	1.8e+05	7.0	0.0	3	39	894	930	892	937	0.92	hypothetical protein EJQ19_28300 [Paenibacillus whitsoniae]	Paenibacillus whitsoniae
RTE03070.1	-	1190	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	3.9	2	3	4.5	4.8e+05	5.6	0.0	6	39	944	977	940	991	0.86	hypothetical protein EJQ19_28300 [Paenibacillus whitsoniae]	Paenibacillus whitsoniae
RTE03070.1	-	1190	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	3.9	3	3	7.7	8.2e+05	4.9	0.1	4	39	1046	1081	1043	1089	0.88	hypothetical protein EJQ19_28300 [Paenibacillus whitsoniae]	Paenibacillus whitsoniae
XP_031804975.1	-	1160	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	31.3	1	5	8.7	9.3e+05	4.7	0.1	26	65	475	513	469	517	0.88	zinc finger protein 665 isoform X2 [Sarcophilus harrisii]	Sarcophilus harrisii
XP_031804975.1	-	1160	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	31.3	2	5	4.3	4.6e+05	5.7	0.1	26	64	587	624	577	629	0.89	zinc finger protein 665 isoform X2 [Sarcophilus harrisii]	Sarcophilus harrisii
XP_031804975.1	-	1160	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	31.3	3	5	1.4	1.5e+05	7.2	0.1	26	65	727	765	722	769	0.90	zinc finger protein 665 isoform X2 [Sarcophilus harrisii]	Sarcophilus harrisii
XP_031804975.1	-	1160	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	31.3	4	5	4.7	5e+05	5.6	0.1	26	64	811	848	809	856	0.86	zinc finger protein 665 isoform X2 [Sarcophilus harrisii]	Sarcophilus harrisii
XP_031804975.1	-	1160	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	31.3	5	5	3.2	3.5e+05	6.1	0.0	24	55	977	1008	968	1021	0.84	zinc finger protein 665 isoform X2 [Sarcophilus harrisii]	Sarcophilus harrisii
XP_020835636.1	-	832	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	28.8	1	2	6.7	7.1e+05	5.1	0.0	23	50	372	399	363	402	0.90	zinc finger protein 420-like isoform X1 [Phascolarctos cinereus]	Phascolarctos cinereus
XP_020835636.1	-	832	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0024	32.3	28.8	2	2	2.9	3.1e+05	6.2	0.0	22	53	595	626	576	635	0.88	zinc finger protein 420-like isoform X1 [Phascolarctos cinereus]	Phascolarctos cinereus
CAF4529233.1	-	156	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0025	32.3	0.8	1	2	0.0018	2e+02	16.5	0.3	3	38	13	48	11	108	0.86	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
CAF4529233.1	-	156	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0025	32.3	0.8	2	2	0.14	1.5e+04	10.5	0.0	4	45	109	149	106	155	0.80	unnamed protein product [Rotaria magnacalcarata]	Rotaria magnacalcarata
WP_051527158.1	-	1425	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0025	32.3	0.8	1	2	0.059	6.3e+03	11.7	0.2	7	91	644	727	639	782	0.84	RICIN domain-containing protein [[Eubacterium] cellulosolvens]	[Eubacterium
WP_051527158.1	-	1425	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0025	32.3	0.8	2	2	0.00084	90	17.6	0.0	7	79	872	942	867	972	0.79	RICIN domain-containing protein [[Eubacterium] cellulosolvens]	[Eubacterium
XP_035476081.1	-	677	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0025	32.3	12.3	1	4	3.9	4.1e+05	5.8	0.2	24	65	303	343	300	349	0.84	gastrula zinc finger protein XlCGF58.1 isoform X1 [Scophthalmus maximus]	Scophthalmus maximus
XP_035476081.1	-	677	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0025	32.3	12.3	2	4	8.4	9e+05	4.7	0.1	24	64	331	370	329	373	0.81	gastrula zinc finger protein XlCGF58.1 isoform X1 [Scophthalmus maximus]	Scophthalmus maximus
XP_035476081.1	-	677	GCF_002217175.1;XP_035715441.1;HGT_(356,477)	-	108	0.0025	32.3	12.3	3	4	0.48	5.2e+04	8.7	0.0	24	64	415	454	404	462	0.86	gastrula zinc finger protein XlCGF58.1 isoform X1 [Scophthalmus maximus]	Scophthalmus maximus
